Dealer_ID,Product_ID,Date,Quantity,Consumption,Location,Year,Month,Day,DayOfWeek,IsWeekend,Season,Lag_Quantity,Lag_Consumption,RollingAvg_Quantity_7,RollingAvg_Consumption_7,RollingAvg_Quantity_30,RollingAvg_Consumption_30,Consumption_Rate
D005,P004,2022-03-13,67.0,12.0,New York,2022.0,3.0,13.0,6.0,1,Spring,41.0,16.0,61.42857142857143,13.285714285714286,90.66666666666667,18.333333333333332,0.1791044776119403
D005,P004,2022-03-14,78.0,14.0,Chicago,2022.0,3.0,14.0,0.0,0,Spring,67.0,12.0,65.57142857142857,13.142857142857142,92.06666666666666,18.3,0.1794871794871795
D005,P004,2022-03-15,81.0,9.0,Chicago,2022.0,3.0,15.0,1.0,0,Spring,78.0,14.0,66.14285714285714,13.0,91.7,18.333333333333332,0.1111111111111111
D005,P004,2022-03-16,36.0,8.0,Los Angeles,2022.0,3.0,16.0,2.0,0,Spring,81.0,9.0,60.714285714285715,12.857142857142858,90.46666666666667,18.3,0.2222222222222222
D005,P004,2022-03-17,16.0,18.0,Los Angeles,2022.0,3.0,17.0,3.0,0,Spring,36.0,8.0,58.42857142857143,13.428571428571429,88.1,18.7,1.125
D005,P004,2022-03-18,43.0,11.0,Chicago,2022.0,3.0,18.0,4.0,0,Spring,16.0,18.0,51.714285714285715,12.571428571428571,86.46666666666667,18.533333333333335,0.2558139534883721
D005,P004,2022-03-19,15.0,10.0,New York,2022.0,3.0,19.0,5.0,1,Spring,43.0,11.0,48.0,11.714285714285714,84.36666666666666,18.7,0.6666666666666666
D005,P004,2022-03-20,82.0,9.0,New York,2022.0,3.0,20.0,6.0,1,Spring,15.0,10.0,50.142857142857146,11.285714285714286,86.1,18.6,0.10975609756097561
D005,P004,2022-03-21,56.0,19.0,Los Angeles,2022.0,3.0,21.0,0.0,0,Spring,82.0,9.0,47.0,12.0,87.63333333333334,18.766666666666666,0.3392857142857143
D005,P004,2022-03-22,72.0,17.0,Chicago,2022.0,3.0,22.0,1.0,0,Spring,56.0,19.0,45.714285714285715,13.142857142857142,88.7,18.766666666666666,0.2361111111111111
D005,P004,2022-03-23,57.0,18.0,Chicago,2022.0,3.0,23.0,2.0,0,Spring,72.0,17.0,48.714285714285715,14.571428571428571,87.6,19.2,0.3157894736842105
D005,P004,2022-03-24,54.0,16.0,Chicago,2022.0,3.0,24.0,3.0,0,Spring,57.0,18.0,54.142857142857146,14.285714285714286,87.5,19.166666666666668,0.2962962962962963
D005,P004,2022-03-25,49.0,6.0,New York,2022.0,3.0,25.0,4.0,0,Spring,54.0,16.0,55.0,13.571428571428571,86.2,19.0,0.12244897959183673
D005,P004,2022-03-26,47.0,18.0,Chicago,2022.0,3.0,26.0,5.0,1,Spring,49.0,6.0,59.57142857142857,14.714285714285714,85.33333333333333,19.0,0.3829787234042553
D005,P004,2022-03-27,64.0,10.0,New York,2022.0,3.0,27.0,6.0,1,Spring,47.0,18.0,57.0,14.857142857142858,85.8,18.966666666666665,0.15625
D005,P004,2022-03-28,81.0,7.0,Chicago,2022.0,3.0,28.0,0.0,0,Spring,64.0,10.0,60.57142857142857,13.142857142857142,86.06666666666666,18.6,0.08641975308641975
D005,P004,2022-03-29,94.0,13.0,Chicago,2022.0,3.0,29.0,1.0,0,Spring,81.0,7.0,63.714285714285715,12.571428571428571,88.16666666666667,18.833333333333332,0.13829787234042554
D005,P004,2022-03-30,79.0,7.0,Los Angeles,2022.0,3.0,30.0,2.0,0,Spring,94.0,13.0,66.85714285714286,11.0,88.9,18.533333333333335,0.08860759493670886
D005,P004,,97.0,7.0,New York,,,,,0,Fall,79.0,7.0,73.0,9.714285714285714,91.1,18.466666666666665,0.07216494845360824
D005,P004,,66.0,13.0,New York,,,,,0,Fall,97.0,7.0,75.42857142857143,10.714285714285714,91.46666666666667,18.633333333333333,0.19696969696969696
D005,P005,2022-01-01,82.0,7.0,Chicago,2022.0,1.0,1.0,5.0,1,Winter,0.0,0.0,82.0,7.0,82.0,7.0,0.08536585365853659
D005,P005,2022-01-02,54.0,14.0,New York,2022.0,1.0,2.0,6.0,1,Winter,82.0,7.0,68.0,10.5,68.0,10.5,0.25925925925925924
D005,P005,2022-01-03,16.0,7.0,Chicago,2022.0,1.0,3.0,0.0,0,Winter,54.0,14.0,50.666666666666664,9.333333333333334,50.666666666666664,9.333333333333334,0.4375
D005,P005,2022-01-04,63.0,10.0,New York,2022.0,1.0,4.0,1.0,0,Winter,16.0,7.0,53.75,9.5,53.75,9.5,0.15873015873015872
D005,P005,2022-01-05,12.0,8.0,Los Angeles,2022.0,1.0,5.0,2.0,0,Winter,63.0,10.0,45.4,9.2,45.4,9.2,0.6666666666666666
D005,P005,2022-01-06,61.0,8.0,New York,2022.0,1.0,6.0,3.0,0,Winter,12.0,8.0,48.0,9.0,48.0,9.0,0.13114754098360656
D005,P005,2022-01-07,11.0,13.0,Chicago,2022.0,1.0,7.0,4.0,0,Winter,61.0,8.0,42.714285714285715,9.571428571428571,42.714285714285715,9.571428571428571,1.1818181818181819
D005,P005,2022-01-08,78.0,13.0,Los Angeles,2022.0,1.0,8.0,5.0,1,Winter,11.0,13.0,42.142857142857146,10.428571428571429,47.125,10.0,0.16666666666666666
D005,P005,2022-01-09,49.0,9.0,New York,2022.0,1.0,9.0,6.0,1,Winter,78.0,13.0,41.42857142857143,9.714285714285714,47.333333333333336,9.88888888888889,0.1836734693877551
D005,P005,2022-01-10,35.0,11.0,Los Angeles,2022.0,1.0,10.0,0.0,0,Winter,49.0,9.0,44.142857142857146,10.285714285714286,46.1,10.0,0.3142857142857143
D005,P005,2022-01-11,18.0,18.0,New York,2022.0,1.0,11.0,1.0,0,Winter,35.0,11.0,37.714285714285715,11.428571428571429,43.54545454545455,10.727272727272727,1.0
D005,P005,2022-01-12,90.0,13.0,New York,2022.0,1.0,12.0,2.0,0,Winter,18.0,18.0,48.857142857142854,12.142857142857142,47.416666666666664,10.916666666666666,0.14444444444444443
D005,P005,2022-01-13,27.0,16.0,Chicago,2022.0,1.0,13.0,3.0,0,Winter,90.0,13.0,44.0,13.285714285714286,45.84615384615385,11.307692307692308,0.5925925925925926
D005,P005,2022-01-14,32.0,19.0,Chicago,2022.0,1.0,14.0,4.0,0,Winter,27.0,16.0,47.0,14.142857142857142,44.857142857142854,11.857142857142858,0.59375
D005,P005,2022-01-15,84.0,12.0,Chicago,2022.0,1.0,15.0,5.0,1,Winter,32.0,19.0,47.857142857142854,14.0,47.46666666666667,11.866666666666667,0.14285714285714285
D005,P005,2022-01-16,11.0,10.0,New York,2022.0,1.0,16.0,6.0,1,Winter,84.0,12.0,42.42857142857143,14.142857142857142,45.1875,11.75,0.9090909090909091
D005,P005,2022-01-17,47.0,19.0,New York,2022.0,1.0,17.0,0.0,0,Winter,11.0,10.0,44.142857142857146,15.285714285714286,45.294117647058826,12.176470588235293,0.40425531914893614
D005,P005,2022-01-18,18.0,7.0,Los Angeles,2022.0,1.0,18.0,1.0,0,Winter,47.0,19.0,44.142857142857146,13.714285714285714,43.77777777777778,11.88888888888889,0.3888888888888889
D005,P005,2022-01-19,53.0,11.0,Los Angeles,2022.0,1.0,19.0,2.0,0,Winter,18.0,7.0,38.857142857142854,13.428571428571429,44.26315789473684,11.842105263157896,0.20754716981132076
D005,P005,2022-01-20,45.0,13.0,New York,2022.0,1.0,20.0,3.0,0,Winter,53.0,11.0,41.42857142857143,13.0,44.3,11.9,0.28888888888888886
D005,P005,2022-01-21,12.0,13.0,Chicago,2022.0,1.0,21.0,4.0,0,Winter,45.0,13.0,38.57142857142857,12.142857142857142,42.76190476190476,11.952380952380953,1.0833333333333333
D005,P005,2022-01-22,59.0,17.0,Los Angeles,2022.0,1.0,22.0,5.0,1,Winter,12.0,13.0,35.0,12.857142857142858,43.5,12.181818181818182,0.288135593220339
D005,P005,2022-01-23,64.0,6.0,New York,2022.0,1.0,23.0,6.0,1,Winter,59.0,17.0,42.57142857142857,12.285714285714286,44.391304347826086,11.91304347826087,0.09375
D005,P005,2022-01-24,77.0,5.0,Los Angeles,2022.0,1.0,24.0,0.0,0,Winter,64.0,6.0,46.857142857142854,10.285714285714286,45.75,11.625,0.06493506493506493
D005,P005,2022-01-25,68.0,18.0,Los Angeles,2022.0,1.0,25.0,1.0,0,Winter,77.0,5.0,54.0,11.857142857142858,46.64,11.88,0.2647058823529412
D005,P005,2022-01-26,61.0,18.0,Los Angeles,2022.0,1.0,26.0,2.0,0,Winter,68.0,18.0,55.142857142857146,12.857142857142858,47.19230769230769,12.115384615384615,0.29508196721311475
D005,P005,2022-01-27,78.0,15.0,New York,2022.0,1.0,27.0,3.0,0,Winter,61.0,18.0,59.857142857142854,13.142857142857142,48.333333333333336,12.222222222222221,0.19230769230769232
D005,P005,2022-01-28,52.0,5.0,Chicago,2022.0,1.0,28.0,4.0,0,Winter,78.0,15.0,65.57142857142857,12.0,48.464285714285715,11.964285714285714,0.09615384615384616
D005,P005,2022-01-29,58.0,6.0,New York,2022.0,1.0,29.0,5.0,1,Winter,52.0,5.0,65.42857142857143,10.428571428571429,48.793103448275865,11.758620689655173,0.10344827586206896
D005,P005,2022-01-30,59.0,16.0,Chicago,2022.0,1.0,30.0,6.0,1,Winter,58.0,6.0,64.71428571428571,11.857142857142858,49.13333333333333,11.9,0.2711864406779661
D005,P005,2022-02-01,12.0,19.0,New York,2022.0,2.0,1.0,1.0,0,Winter,59.0,16.0,55.42857142857143,13.857142857142858,46.8,12.3,1.5833333333333333
D005,P005,2022-02-02,64.0,17.0,New York,2022.0,2.0,2.0,2.0,0,Winter,12.0,19.0,54.857142857142854,13.714285714285714,47.13333333333333,12.4,0.265625
D005,P005,2022-02-03,30.0,11.0,Los Angeles,2022.0,2.0,3.0,3.0,0,Winter,64.0,17.0,50.42857142857143,12.714285714285714,47.6,12.533333333333333,0.36666666666666664
D005,P005,2022-02-04,54.0,5.0,Los Angeles,2022.0,2.0,4.0,4.0,0,Winter,30.0,11.0,47.0,11.285714285714286,47.3,12.366666666666667,0.09259259259259259
D005,P005,2022-02-05,49.0,6.0,Los Angeles,2022.0,2.0,5.0,5.0,1,Winter,54.0,5.0,46.57142857142857,11.428571428571429,48.53333333333333,12.3,0.12244897959183673
D005,P005,2022-02-06,56.0,18.0,New York,2022.0,2.0,6.0,6.0,1,Winter,49.0,6.0,46.285714285714285,13.142857142857142,48.36666666666667,12.633333333333333,0.32142857142857145
D005,P005,2022-02-07,39.0,12.0,Chicago,2022.0,2.0,7.0,0.0,0,Winter,56.0,18.0,43.42857142857143,12.571428571428571,49.3,12.6,0.3076923076923077
D005,P005,2022-02-08,92.0,13.0,New York,2022.0,2.0,8.0,1.0,0,Winter,39.0,12.0,54.857142857142854,11.714285714285714,49.766666666666666,12.6,0.14130434782608695
D005,P005,2022-02-09,72.0,14.0,Los Angeles,2022.0,2.0,9.0,2.0,0,Winter,92.0,13.0,56.0,11.285714285714286,50.53333333333333,12.766666666666667,0.19444444444444445
D005,P005,2022-02-10,61.0,7.0,Chicago,2022.0,2.0,10.0,3.0,0,Winter,72.0,14.0,60.42857142857143,10.714285714285714,51.4,12.633333333333333,0.11475409836065574
D005,P005,2022-02-11,44.0,19.0,Chicago,2022.0,2.0,11.0,4.0,0,Winter,61.0,7.0,59.0,12.714285714285714,52.266666666666666,12.666666666666666,0.4318181818181818
D005,P005,2022-02-12,30.0,10.0,New York,2022.0,2.0,12.0,5.0,1,Winter,44.0,19.0,56.285714285714285,13.285714285714286,50.266666666666666,12.566666666666666,0.3333333333333333
D005,P005,2022-02-13,67.0,10.0,New York,2022.0,2.0,13.0,6.0,1,Winter,30.0,10.0,57.857142857142854,12.142857142857142,51.6,12.366666666666667,0.14925373134328357
D005,P005,2022-02-14,49.0,19.0,New York,2022.0,2.0,14.0,0.0,0,Winter,67.0,10.0,59.285714285714285,13.142857142857142,52.166666666666664,12.366666666666667,0.3877551020408163
D005,P005,2022-02-15,32.0,12.0,New York,2022.0,2.0,15.0,1.0,0,Winter,49.0,19.0,50.714285714285715,13.0,50.43333333333333,12.366666666666667,0.375
D005,P005,2022-02-16,71.0,17.0,Los Angeles,2022.0,2.0,16.0,2.0,0,Winter,32.0,12.0,50.57142857142857,13.428571428571429,52.43333333333333,12.6,0.23943661971830985
D005,P005,2022-02-17,13.0,14.0,Los Angeles,2022.0,2.0,17.0,3.0,0,Winter,71.0,17.0,43.714285714285715,14.428571428571429,51.3,12.433333333333334,1.0769230769230769
D005,P005,2022-02-18,62.0,11.0,Los Angeles,2022.0,2.0,18.0,4.0,0,Winter,13.0,14.0,46.285714285714285,13.285714285714286,52.766666666666666,12.566666666666666,0.1774193548387097
D005,P005,2022-02-19,65.0,7.0,Los Angeles,2022.0,2.0,19.0,5.0,1,Winter,62.0,11.0,51.285714285714285,12.857142857142858,53.166666666666664,12.433333333333334,0.1076923076923077
D005,P005,2022-02-20,76.0,19.0,Chicago,2022.0,2.0,20.0,6.0,1,Winter,65.0,7.0,52.57142857142857,14.142857142857142,54.2,12.633333333333333,0.25
D005,P005,2022-02-21,61.0,8.0,New York,2022.0,2.0,21.0,0.0,0,Winter,76.0,19.0,54.285714285714285,12.571428571428571,55.833333333333336,12.466666666666667,0.13114754098360656
D005,P005,2022-02-22,69.0,9.0,Chicago,2022.0,2.0,22.0,1.0,0,Winter,61.0,8.0,59.57142857142857,12.142857142857142,56.166666666666664,12.2,0.13043478260869565
D005,P005,2022-02-23,23.0,13.0,Chicago,2022.0,2.0,23.0,2.0,0,Winter,69.0,9.0,52.714285714285715,11.571428571428571,54.8,12.433333333333334,0.5652173913043478
D005,P005,2022-02-24,68.0,9.0,New York,2022.0,2.0,24.0,3.0,0,Winter,23.0,13.0,60.57142857142857,10.857142857142858,54.5,12.566666666666666,0.1323529411764706
D005,P005,2022-02-25,19.0,16.0,Chicago,2022.0,2.0,25.0,4.0,0,Winter,68.0,9.0,54.42857142857143,11.571428571428571,52.86666666666667,12.5,0.8421052631578947
D005,P005,2022-02-26,89.0,8.0,Los Angeles,2022.0,2.0,26.0,5.0,1,Winter,19.0,16.0,57.857142857142854,11.714285714285714,53.8,12.166666666666666,0.0898876404494382
D005,P005,2022-02-27,82.0,7.0,Chicago,2022.0,2.0,27.0,6.0,1,Winter,89.0,8.0,58.714285714285715,10.0,53.93333333333333,11.9,0.08536585365853659
D005,P005,2022-02-28,66.0,6.0,Los Angeles,2022.0,2.0,28.0,0.0,0,Winter,82.0,7.0,59.42857142857143,9.714285714285714,54.4,11.933333333333334,0.09090909090909091
D005,P005,2022-03-01,56.0,13.0,Los Angeles,2022.0,3.0,1.0,1.0,0,Spring,66.0,6.0,57.57142857142857,10.285714285714286,54.333333333333336,12.166666666666666,0.23214285714285715
D005,P005,2022-03-02,90.0,11.0,Los Angeles,2022.0,3.0,2.0,2.0,0,Spring,56.0,13.0,67.14285714285714,10.0,55.36666666666667,12.0,0.12222222222222222
D005,P005,2022-03-03,93.0,16.0,Chicago,2022.0,3.0,3.0,3.0,0,Spring,90.0,11.0,70.71428571428571,11.0,58.06666666666667,11.9,0.17204301075268819
D005,P005,2022-03-04,59.0,14.0,Los Angeles,2022.0,3.0,4.0,4.0,0,Spring,93.0,16.0,76.42857142857143,10.714285714285714,57.9,11.8,0.23728813559322035
D005,P005,2022-03-05,66.0,5.0,Chicago,2022.0,3.0,5.0,5.0,1,Spring,59.0,14.0,73.14285714285714,10.285714285714286,59.1,11.6,0.07575757575757576
D005,P005,2022-03-06,46.0,11.0,Chicago,2022.0,3.0,6.0,6.0,1,Spring,66.0,5.0,68.0,10.857142857142858,58.833333333333336,11.8,0.2391304347826087
D005,P005,2022-03-07,43.0,11.0,New York,2022.0,3.0,7.0,0.0,0,Spring,46.0,11.0,64.71428571428571,11.571428571428571,58.63333333333333,11.966666666666667,0.2558139534883721
D005,P005,2022-03-08,33.0,18.0,Chicago,2022.0,3.0,8.0,1.0,0,Spring,43.0,11.0,61.42857142857143,12.285714285714286,57.86666666666667,11.966666666666667,0.5454545454545454
D005,P005,2022-03-09,46.0,9.0,Chicago,2022.0,3.0,9.0,2.0,0,Spring,33.0,18.0,55.142857142857146,12.0,58.1,11.866666666666667,0.1956521739130435
D005,P005,2022-03-10,33.0,14.0,New York,2022.0,3.0,10.0,3.0,0,Spring,46.0,9.0,46.57142857142857,11.714285714285714,56.13333333333333,11.9,0.42424242424242425
D005,P005,2022-03-11,98.0,6.0,Chicago,2022.0,3.0,11.0,4.0,0,Spring,33.0,14.0,52.142857142857146,10.571428571428571,57.0,11.633333333333333,0.061224489795918366
D005,P005,2022-03-12,13.0,16.0,New York,2022.0,3.0,12.0,5.0,1,Spring,98.0,6.0,44.57142857142857,12.142857142857142,55.4,11.933333333333334,1.2307692307692308
D005,P005,2022-03-13,37.0,5.0,Los Angeles,2022.0,3.0,13.0,6.0,1,Spring,13.0,16.0,43.285714285714285,11.285714285714286,55.166666666666664,11.466666666666667,0.13513513513513514
D005,P005,2022-03-14,25.0,7.0,Los Angeles,2022.0,3.0,14.0,0.0,0,Spring,37.0,5.0,40.714285714285715,10.714285714285714,55.0,11.366666666666667,0.28
D005,P005,2022-03-15,41.0,11.0,Chicago,2022.0,3.0,15.0,1.0,0,Spring,25.0,7.0,41.857142857142854,9.714285714285714,54.13333333333333,11.4,0.2682926829268293
D005,P005,2022-03-16,14.0,12.0,New York,2022.0,3.0,16.0,2.0,0,Spring,41.0,11.0,37.285714285714285,10.142857142857142,52.96666666666667,11.166666666666666,0.8571428571428571
D005,P005,2022-03-17,67.0,15.0,Chicago,2022.0,3.0,17.0,3.0,0,Spring,14.0,12.0,42.142857142857146,10.285714285714286,54.13333333333333,11.266666666666667,0.22388059701492538
D005,P005,2022-03-18,74.0,5.0,New York,2022.0,3.0,18.0,4.0,0,Spring,67.0,15.0,38.714285714285715,10.142857142857142,54.233333333333334,10.866666666666667,0.06756756756756757
D005,P005,2022-03-19,40.0,18.0,New York,2022.0,3.0,19.0,5.0,1,Spring,74.0,5.0,42.57142857142857,10.428571428571429,55.13333333333333,11.0,0.45
D005,P005,2022-03-20,21.0,7.0,New York,2022.0,3.0,20.0,6.0,1,Spring,40.0,18.0,40.285714285714285,10.714285714285714,53.766666666666666,10.866666666666667,0.3333333333333333
D005,P005,2022-03-21,21.0,15.0,Los Angeles,2022.0,3.0,21.0,0.0,0,Spring,21.0,7.0,39.714285714285715,11.857142857142858,52.3,11.133333333333333,0.7142857142857143
D005,P005,2022-03-22,28.0,12.0,Los Angeles,2022.0,3.0,22.0,1.0,0,Spring,21.0,15.0,37.857142857142854,12.0,50.7,10.9,0.42857142857142855
D005,P005,2022-03-23,83.0,9.0,New York,2022.0,3.0,23.0,2.0,0,Spring,28.0,12.0,47.714285714285715,11.571428571428571,51.43333333333333,10.933333333333334,0.10843373493975904
D005,P005,2022-03-24,76.0,18.0,Los Angeles,2022.0,3.0,24.0,3.0,0,Spring,83.0,9.0,49.0,12.0,51.666666666666664,11.233333333333333,0.23684210526315788
D005,P005,2022-03-25,95.0,7.0,Chicago,2022.0,3.0,25.0,4.0,0,Spring,76.0,18.0,52.0,12.285714285714286,54.06666666666667,11.033333333333333,0.07368421052631578
D005,P005,2022-03-26,27.0,9.0,Los Angeles,2022.0,3.0,26.0,5.0,1,Spring,95.0,7.0,50.142857142857146,11.0,52.7,11.033333333333333,0.3333333333333333
D005,P005,2022-03-27,27.0,17.0,Los Angeles,2022.0,3.0,27.0,6.0,1,Spring,27.0,9.0,51.0,12.428571428571429,52.96666666666667,11.066666666666666,0.6296296296296297
D005,P005,2022-03-28,10.0,15.0,Los Angeles,2022.0,3.0,28.0,0.0,0,Spring,27.0,17.0,49.42857142857143,12.428571428571429,50.333333333333336,11.3,1.5
D005,P005,2022-03-29,73.0,5.0,New York,2022.0,3.0,29.0,1.0,0,Spring,10.0,15.0,55.857142857142854,11.428571428571429,50.03333333333333,11.233333333333333,0.0684931506849315
D005,P005,2022-03-30,51.0,11.0,Los Angeles,2022.0,3.0,30.0,2.0,0,Spring,73.0,5.0,51.285714285714285,11.714285714285714,49.53333333333333,11.4,0.21568627450980393
D005,P005,,44.0,6.0,New York,,,,,0,Fall,51.0,11.0,46.714285714285715,10.0,49.13333333333333,11.166666666666666,0.13636363636363635
D005,P005,,75.0,8.0,Chicago,,,,,0,Fall,44.0,6.0,43.857142857142854,10.142857142857142,48.63333333333333,11.066666666666666,0.10666666666666667
D005,P006,2022-01-01,37.0,9.0,New York,2022.0,1.0,1.0,5.0,1,Winter,0.0,0.0,37.0,9.0,37.0,9.0,0.24324324324324326
D005,P006,2022-01-02,25.0,18.0,Los Angeles,2022.0,1.0,2.0,6.0,1,Winter,37.0,9.0,31.0,13.5,31.0,13.5,0.72
D005,P006,2022-01-03,47.0,10.0,New York,2022.0,1.0,3.0,0.0,0,Winter,25.0,18.0,36.333333333333336,12.333333333333334,36.333333333333336,12.333333333333334,0.2127659574468085
D005,P006,2022-01-04,72.0,7.0,New York,2022.0,1.0,4.0,1.0,0,Winter,47.0,10.0,45.25,11.0,45.25,11.0,0.09722222222222222
D005,P006,2022-01-05,62.0,11.0,New York,2022.0,1.0,5.0,2.0,0,Winter,72.0,7.0,48.6,11.0,48.6,11.0,0.1774193548387097
D005,P006,2022-01-06,43.0,10.0,New York,2022.0,1.0,6.0,3.0,0,Winter,62.0,11.0,47.666666666666664,10.833333333333334,47.666666666666664,10.833333333333334,0.23255813953488372
D005,P006,2022-01-07,94.0,13.0,New York,2022.0,1.0,7.0,4.0,0,Winter,43.0,10.0,54.285714285714285,11.142857142857142,54.285714285714285,11.142857142857142,0.13829787234042554
D005,P006,2022-01-08,16.0,7.0,Chicago,2022.0,1.0,8.0,5.0,1,Winter,94.0,13.0,51.285714285714285,10.857142857142858,49.5,10.625,0.4375
D005,P006,2022-01-09,87.0,11.0,Los Angeles,2022.0,1.0,9.0,6.0,1,Winter,16.0,7.0,60.142857142857146,9.857142857142858,53.666666666666664,10.666666666666666,0.12643678160919541
D005,P006,2022-01-10,83.0,16.0,Chicago,2022.0,1.0,10.0,0.0,0,Winter,87.0,11.0,65.28571428571429,10.714285714285714,56.6,11.2,0.1927710843373494
D005,P006,2022-01-11,62.0,12.0,New York,2022.0,1.0,11.0,1.0,0,Winter,83.0,16.0,63.857142857142854,11.428571428571429,57.09090909090909,11.272727272727273,0.1935483870967742
D005,P006,2022-01-12,24.0,8.0,New York,2022.0,1.0,12.0,2.0,0,Winter,62.0,12.0,58.42857142857143,11.0,54.333333333333336,11.0,0.3333333333333333
D005,P006,2022-01-13,68.0,10.0,Los Angeles,2022.0,1.0,13.0,3.0,0,Winter,24.0,8.0,62.0,11.0,55.38461538461539,10.923076923076923,0.14705882352941177
D005,P006,2022-01-14,69.0,18.0,Los Angeles,2022.0,1.0,14.0,4.0,0,Winter,68.0,10.0,58.42857142857143,11.714285714285714,56.357142857142854,11.428571428571429,0.2608695652173913
D005,P006,2022-01-15,37.0,11.0,Chicago,2022.0,1.0,15.0,5.0,1,Winter,69.0,18.0,61.42857142857143,12.285714285714286,55.06666666666667,11.4,0.2972972972972973
D005,P006,2022-01-16,98.0,8.0,Chicago,2022.0,1.0,16.0,6.0,1,Winter,37.0,11.0,63.0,11.857142857142858,57.75,11.1875,0.08163265306122448
D005,P006,2022-01-17,39.0,6.0,New York,2022.0,1.0,17.0,0.0,0,Winter,98.0,8.0,56.714285714285715,10.428571428571429,56.64705882352941,10.882352941176471,0.15384615384615385
D005,P006,2022-01-18,45.0,18.0,New York,2022.0,1.0,18.0,1.0,0,Winter,39.0,6.0,54.285714285714285,11.285714285714286,56.0,11.277777777777779,0.4
D005,P006,2022-01-19,24.0,19.0,New York,2022.0,1.0,19.0,2.0,0,Winter,45.0,18.0,54.285714285714285,12.857142857142858,54.31578947368421,11.68421052631579,0.7916666666666666
D005,P006,2022-01-20,51.0,10.0,Chicago,2022.0,1.0,20.0,3.0,0,Winter,24.0,19.0,51.857142857142854,12.857142857142858,54.15,11.6,0.19607843137254902
D005,P006,2022-01-21,52.0,15.0,Los Angeles,2022.0,1.0,21.0,4.0,0,Winter,51.0,10.0,49.42857142857143,12.428571428571429,54.04761904761905,11.761904761904763,0.28846153846153844
D005,P006,2022-01-22,21.0,17.0,Los Angeles,2022.0,1.0,22.0,5.0,1,Winter,52.0,15.0,47.142857142857146,13.285714285714286,52.54545454545455,12.0,0.8095238095238095
D005,P006,2022-01-23,70.0,19.0,Chicago,2022.0,1.0,23.0,6.0,1,Winter,21.0,17.0,43.142857142857146,14.857142857142858,53.30434782608695,12.304347826086957,0.2714285714285714
D005,P006,2022-01-24,93.0,13.0,Los Angeles,2022.0,1.0,24.0,0.0,0,Winter,70.0,19.0,50.857142857142854,15.857142857142858,54.958333333333336,12.333333333333334,0.13978494623655913
D005,P006,2022-01-25,12.0,9.0,New York,2022.0,1.0,25.0,1.0,0,Winter,93.0,13.0,46.142857142857146,14.571428571428571,53.24,12.2,0.75
D005,P006,2022-01-26,51.0,19.0,New York,2022.0,1.0,26.0,2.0,0,Winter,12.0,9.0,50.0,14.571428571428571,53.15384615384615,12.461538461538462,0.37254901960784315
D005,P006,2022-01-27,25.0,16.0,Chicago,2022.0,1.0,27.0,3.0,0,Winter,51.0,19.0,46.285714285714285,15.428571428571429,52.111111111111114,12.592592592592593,0.64
D005,P006,2022-01-27,25.0,16.0,Chicago,2022.0,1.0,27.0,3.0,0,Winter,25.0,16.0,42.42857142857143,15.571428571428571,51.142857142857146,12.714285714285714,0.64
D005,P006,2022-01-28,95.0,13.0,Los Angeles,2022.0,1.0,28.0,4.0,0,Winter,25.0,16.0,53.0,15.0,52.6551724137931,12.724137931034482,0.1368421052631579
D005,P006,2022-01-29,45.0,8.0,New York,2022.0,1.0,29.0,5.0,1,Winter,95.0,13.0,49.42857142857143,13.428571428571429,52.4,12.566666666666666,0.17777777777777778
D005,P006,2022-01-30,78.0,15.0,Chicago,2022.0,1.0,30.0,6.0,1,Winter,45.0,8.0,47.285714285714285,13.714285714285714,53.766666666666666,12.766666666666667,0.19230769230769232
D005,P006,2022-02-01,86.0,6.0,Los Angeles,2022.0,2.0,1.0,1.0,0,Winter,78.0,15.0,57.857142857142854,13.285714285714286,55.8,12.366666666666667,0.06976744186046512
D005,P006,2022-02-02,79.0,18.0,New York,2022.0,2.0,2.0,2.0,0,Winter,86.0,6.0,61.857142857142854,13.142857142857142,56.86666666666667,12.633333333333333,0.22784810126582278
D005,P006,2022-02-03,44.0,15.0,New York,2022.0,2.0,3.0,3.0,0,Winter,79.0,18.0,64.57142857142857,13.0,55.93333333333333,12.9,0.3409090909090909
D005,P006,2022-02-04,26.0,5.0,New York,2022.0,2.0,4.0,4.0,0,Winter,44.0,15.0,64.71428571428571,11.428571428571429,54.733333333333334,12.7,0.19230769230769232
D005,P006,2022-02-05,56.0,7.0,Chicago,2022.0,2.0,5.0,5.0,1,Winter,26.0,5.0,59.142857142857146,10.571428571428571,55.166666666666664,12.6,0.125
D005,P006,2022-02-06,19.0,16.0,Los Angeles,2022.0,2.0,6.0,6.0,1,Winter,56.0,7.0,55.42857142857143,11.714285714285714,52.666666666666664,12.7,0.8421052631578947
D005,P006,2022-02-07,62.0,7.0,New York,2022.0,2.0,7.0,0.0,0,Winter,19.0,16.0,53.142857142857146,10.571428571428571,54.2,12.7,0.11290322580645161
D005,P006,2022-02-08,30.0,18.0,New York,2022.0,2.0,8.0,1.0,0,Winter,62.0,7.0,45.142857142857146,12.285714285714286,52.3,12.933333333333334,0.6
D005,P006,2022-02-09,72.0,8.0,New York,2022.0,2.0,9.0,2.0,0,Winter,30.0,18.0,44.142857142857146,10.857142857142858,51.93333333333333,12.666666666666666,0.1111111111111111
